PID,Rep,L_Midfoot_X,L_Midfoot_Y,L_Midfoot_Z,R_Midfoot_X,R_Midfoot_Y,R_Midfoot_Z,R_Hip_X,R_Hip_Y,R_Hip_Z,R_Knee_X,R_Knee_Y,R_Knee_Z,R_Ankle_X,R_Ankle_Y,R_Ankle_Z,L_Hip_X,L_Hip_Y,L_Hip_Z,L_Knee_X,L_Knee_Y,L_Knee_Z,L_Ankle_X,L_Ankle_Y,L_Ankle_Z,R_KneeAngle_X,R_KneeAngle_Y,R_KneeAngle_Z,L_KneeAngle_X,L_KneeAngle_Y,L_KneeAngle_Z
mV018,8,-0.169056,0.220503,0.013227,-0.160256,-0.20959,0.015623,-0.467088,-0.124739,0.447136,-0.032131,-0.189157,0.396141,-0.279129,-0.166133,0.087468,-0.454235,0.132942,0.445689,-0.02946,0.201556,0.411682,-0.268552,0.171781,0.089815,6.41689,123.232841,2.802106,-8.619884,123.328026,2.618278
mV018,9,-0.115695,0.225845,0.012808,-0.116182,-0.232313,0.014304,-0.394337,-0.131142,0.431119,0.037026,-0.206035,0.378993,-0.229973,-0.180342,0.08868,-0.383081,0.126276,0.433306,0.038842,0.202781,0.402322,-0.212583,0.170942,0.088552,5.952992,126.668114,3.533675,-8.945951,125.181137,2.646547
mV018,10,-0.121144,0.189218,0.012603,-0.110765,-0.25684,0.014448,-0.384653,-0.171804,0.42387,0.048512,-0.239177,0.373205,-0.223506,-0.203939,0.089761,-0.372274,0.086071,0.420984,0.050143,0.159347,0.391332,-0.21704,0.135164,0.090198,6.286428,128.091293,3.157275,-8.687746,127.845352,1.766643
mV020,1,0.030892,0.222997,0.00872,0.052362,-0.216205,0.011848,-0.293355,-0.136053,0.536091,0.123817,-0.198985,0.440723,-0.071575,-0.171979,0.091615,-0.259224,0.169832,0.521507,0.137993,0.230687,0.440689,-0.086208,0.205842,0.098816,13.834527,102.004494,2.751281,-5.452353,114.382553,-3.556777
mV020,2,0.032291,0.224829,0.009404,0.052124,-0.218342,0.011776,-0.28439,-0.147338,0.555446,0.126754,-0.209761,0.438911,-0.070246,-0.170887,0.092108,-0.255778,0.157053,0.528527,0.136078,0.233639,0.442754,-0.084529,0.201246,0.098405,13.894249,99.515823,2.260418,-5.82777,112.919304,-2.808036
mV020,3,0.032767,0.226115,0.010643,0.050916,-0.224662,0.01294,-0.297839,-0.156425,0.545473,0.115503,-0.223711,0.442694,-0.070654,-0.172051,0.091247,-0.270342,0.147234,0.515086,0.124605,0.226946,0.448382,-0.085482,0.200302,0.097102,13.936872,99.949638,1.973869,-5.84073,113.905731,-2.662376
mV020,4,0.0323,0.230302,0.00796,0.050753,-0.227748,0.009675,-0.268278,-0.151748,0.512951,0.141379,-0.24255,0.42961,-0.064564,-0.169785,0.09347,-0.239112,0.148366,0.48666,0.150112,0.251921,0.434426,-0.080471,0.199102,0.099793,14.155187,106.249474,1.524558,-5.623605,119.827362,-2.568457
mV020,5,0.03239,0.231737,0.008773,0.049623,-0.231966,0.011028,-0.284363,-0.146213,0.509405,0.126566,-0.240477,0.43547,-0.065678,-0.168717,0.090931,-0.251582,0.153618,0.48117,0.142715,0.243706,0.437803,-0.081836,0.198437,0.098034,14.29728,105.200645,0.786711,-6.083159,119.711456,-1.704124
mV020,6,0.032458,0.22942,0.007636,0.049199,-0.233169,0.010131,-0.280321,-0.145949,0.490817,0.130686,-0.249056,0.432339,-0.064134,-0.167991,0.091288,-0.241493,0.152955,0.460451,0.155306,0.236434,0.431013,-0.080283,0.195006,0.098351,14.237997,108.2565,1.441385,-6.22543,123.18573,-1.320819
mV020,7,0.032067,0.229391,0.007125,0.047917,-0.235768,0.010318,-0.275589,-0.131244,0.4608,0.130199,-0.256331,0.43154,-0.062857,-0.166343,0.091488,-0.234504,0.164931,0.429887,0.162025,0.251207,0.425809,-0.079054,0.19384,0.099388,13.711205,112.879555,3.294958,-6.320468,128.035278,-1.070989
mV020,8,0.032221,0.230859,0.006961,0.046795,-0.238538,0.01004,-0.270804,-0.129481,0.477314,0.135213,-0.248867,0.429681,-0.062015,-0.165685,0.090861,-0.235013,0.167034,0.447822,0.159486,0.262451,0.426027,-0.078528,0.194502,0.099356,14.372258,110.252701,1.232658,-6.227969,125.481163,-1.255796
mV020,9,0.032355,0.232506,0.008241,0.046115,-0.238562,0.010581,-0.281488,-0.144888,0.459991,0.12804,-0.256662,0.43084,-0.062841,-0.164837,0.090408,-0.248216,0.152158,0.431855,0.14417,0.256138,0.43472,-0.080209,0.193576,0.097337,14.482924,112.025436,1.120694,-5.898561,126.677742,-1.702626
mV020,10,0.03233,0.232397,0.007175,0.046527,-0.238387,0.009765,-0.262935,-0.133029,0.466181,0.1437,-0.250894,0.42512,-0.059896,-0.163089,0.091518,-0.232495,0.163556,0.439108,0.161236,0.263828,0.424936,-0.077466,0.193209,0.099551,14.386795,112.355659,1.423234,-6.630684,126.723587,-0.647186
mV021,1,0.074057,0.165071,0.018261,0.060334,-0.221335,0.022201,-0.287267,-0.154256,0.572527,0.173046,-0.205096,0.477655,-0.060829,-0.175157,0.112842,-0.282261,0.143017,0.605196,0.166187,0.193946,0.472807,-0.058326,0.118336,0.106362,8.375741,108.030106,-3.227957,-5.52762,104.434731,-0.80981
mV021,2,0.073139,0.162445,0.017829,0.06063,-0.222479,0.021653,-0.282526,-0.173058,0.603599,0.172898,-0.23091,0.476938,-0.060142,-0.177738,0.113527,-0.251816,0.123221,0.618796,0.1906,0.147643,0.463096,-0.058171,0.114858,0.10707,8.230193,104.262871,-3.998112,-6.070738,103.72612,1.15456
mV021,3,0.073368,0.164111,0.016088,0.060125,-0.219466,0.018812,-0.265087,-0.162396,0.555306,0.197689,-0.213197,0.461709,-0.056956,-0.171527,0.1138,-0.252486,0.135272,0.574006,0.200313,0.174021,0.455223,-0.054642,0.112603,0.10791,8.261527,111.882797,-2.026706,-6.136992,109.979294,1.259277
mV021,4,0.070309,0.163827,0.015475,0.061454,-0.221073,0.020065,-0.252984,-0.160021,0.587602,0.201562,-0.216497,0.461828,-0.055739,-0.173304,0.114999,-0.234367,0.137327,0.602171,0.208764,0.173535,0.44982,-0.056012,0.112225,0.109556,8.183698,107.990295,-2.669444,-6.371518,107.048645,2.019581
mV021,5,0.069431,0.166037,0.014643,0.061051,-0.219741,0.01826,-0.242703,-0.173234,0.572047,0.215669,-0.218052,0.452386,-0.053909,-0.171601,0.115704,-0.231547,0.124922,0.581532,0.212702,0.18753,0.445956,-0.054547,0.112713,0.110856,8.41715,110.756943,-2.649165,-6.385856,110.240517,1.888487
mV021,6,0.068898,0.167011,0.014136,0.060721,-0.218968,0.018243,-0.247883,-0.175721,0.549007,0.21697,-0.211786,0.451465,-0.05477,-0.172034,0.115649,-0.225732,0.122002,0.558797,0.223564,0.172898,0.440776,-0.053267,0.109695,0.110373,8.906325,113.650681,-3.147445,-6.255901,113.424988,1.480046
mV021,7,0.06793,0.168661,0.015021,0.062502,-0.218709,0.01841,-0.253812,-0.166843,0.557148,0.20969,-0.200155,0.456545,-0.054866,-0.173195,0.114232,-0.24697,0.131457,0.577181,0.201137,0.190932,0.450664,-0.057844,0.115917,0.109201,8.538642,112.125809,-2.644752,-5.89867,110.292374,0.648442
mV021,8,0.065986,0.167398,0.012755,0.063321,-0.219271,0.017577,-0.2405,-0.167775,0.545017,0.220969,-0.230322,0.448935,-0.050843,-0.172225,0.116482,-0.223153,0.131077,0.547653,0.22566,0.193319,0.434433,-0.05579,0.116013,0.11276,7.839099,114.774429,-0.632705,-5.848562,115.737984,0.633897
mV021,9,0.065864,0.168921,0.01358,0.061362,-0.22347,0.016924,-0.249288,-0.175686,0.526923,0.218161,-0.220343,0.449396,-0.051686,-0.171292,0.114526,-0.236097,0.123438,0.534618,0.214002,0.199406,0.44054,-0.056823,0.115158,0.111194,8.462399,116.461067,-1.682723,-5.503445,116.760582,-0.001374
mV021,10,0.06547,0.16945,0.014365,0.059502,-0.224615,0.017739,-0.246473,-0.161816,0.558331,0.213115,-0.21836,0.453524,-0.054749,-0.176142,0.11585,-0.237569,0.136293,0.570535,0.208674,0.199554,0.44366,-0.058296,0.115476,0.110488,8.734919,112.558472,-3.010897,-5.96683,111.688293,0.833837
mV024,1,-0.024721,0.147538,0.011564,-0.025649,-0.176312,0.012903,-0.265802,-0.150079,0.601979,0.111281,-0.165224,0.37753,-0.118294,-0.141458,0.091256,-0.241,0.164107,0.606404,0.124384,0.144391,0.37674,-0.122107,0.134286,0.095171,3.951834,95.384743,5.149653,-1.466164,93.293839,-9.768548
mV024,2,-0.095638,0.192439,0.008802,-0.071053,-0.195415,0.009559,-0.265813,-0.162743,0.52977,0.121642,-0.13298,0.331675,-0.158336,-0.161918,0.094393,-0.287448,0.151494,0.539673,0.095003,0.194449,0.348265,-0.183817,0.16681,0.09945,3.654536,108.771072,2.756072,0.491144,105.675705,-9.080993
mV024,3,-0.044051,0.191564,0.010686,-0.044018,-0.218116,0.011204,-0.27215,-0.160009,0.53751,0.1232,-0.173978,0.355344,-0.13187,-0.173982,0.090396,-0.268257,0.15466,0.551465,0.1183,0.179538,0.367071,-0.138567,0.167213,0.095086,3.86408,105.507652,2.478269,-0.331463,101.783028,-8.234308
mV024,4,-0.017153,0.182121,0.011594,-0.031151,-0.244878,0.010354,-0.241669,-0.19619,0.536697,0.149282,-0.181023,0.343424,-0.119385,-0.205679,0.09169,-0.244995,0.11759,0.553168,0.141128,0.153216,0.370864,-0.111532,0.149886,0.093467,4.083458,106.429565,1.63684,-0.540213,100.736649,-7.944718
mV024,5,-0.022788,0.147051,0.012376,-0.054187,-0.296136,0.0113,-0.29813,-0.216433,0.528977,0.103086,-0.247275,0.361822,-0.143447,-0.251533,0.088633,-0.280577,0.097401,0.539371,0.116567,0.113735,0.379941,-0.121697,0.122596,0.091551,3.659532,105.824242,3.153597,-0.646607,101.567886,-6.860865
mV024,6,-0.016857,0.155056,0.011483,-0.061197,-0.252815,0.010518,-0.277053,-0.192748,0.529448,0.118428,-0.207799,0.346019,-0.148213,-0.210413,0.091557,-0.262494,0.121032,0.541392,0.131539,0.128139,0.374375,-0.115332,0.132562,0.091772,3.885333,107.365273,2.206735,-0.508503,101.765457,-7.404412
mV024,7,-0.040848,0.119763,0.011228,-0.046676,-0.297213,0.01119,-0.286848,-0.244332,0.537846,0.112066,-0.262296,0.361154,-0.137131,-0.256512,0.089282,-0.269838,0.068894,0.538167,0.120102,0.09553,0.366552,-0.136175,0.089367,0.092706,3.826749,104.884544,2.696979,-0.312483,102.835365,-7.64181
mV024,8,-0.06145,0.157088,0.018594,-0.075829,-0.271343,0.01034,-0.297446,-0.209875,0.522109,0.101553,-0.237755,0.34891,-0.161232,-0.224922,0.090892,-0.286135,0.104439,0.532171,0.106962,0.109126,0.355699,-0.160948,0.144336,0.099756,3.923512,108.128586,2.022608,-0.318273,104.855927,-6.577105
mV024,9,-0.083319,0.180351,0.007366,-0.082281,-0.256003,0.011688,-0.320145,-0.201517,0.553554,0.071522,-0.221333,0.365986,-0.172803,-0.215348,0.089728,-0.315913,0.113689,0.562055,0.069069,0.139498,0.373548,-0.177438,0.157174,0.092537,3.857516,102.324799,3.001348,-0.549619,99.238953,-9.167472
mV024,10,-0.041393,0.198024,0.007527,-0.050131,-0.250465,0.010997,-0.279437,-0.197946,0.54581,0.11372,-0.197893,0.357206,-0.139936,-0.209684,0.089794,-0.280989,0.116275,0.559002,0.107372,0.13423,0.373516,-0.135776,0.171522,0.091427,4.19884,103.900383,1.367234,-0.867012,99.096779,-7.341424
mV025,1,0.038165,0.170825,0.015776,0.0602,-0.134983,0.02025,-0.194333,-0.154999,0.530531,0.126835,-0.12531,0.339358,-0.04257,-0.126727,0.08264,-0.199325,0.143181,0.519139,0.11986,0.176551,0.34981,-0.066686,0.139807,0.087599,-1.500652,96.856812,15.370381,-5.296551,96.832108,-9.479074
mV025,2,0.036685,0.177023,0.017488,0.053257,-0.137804,0.02227,-0.225328,-0.142446,0.552094,0.092945,-0.121082,0.352036,-0.051085,-0.120126,0.079911,-0.221333,0.151957,0.538158,0.096382,0.166526,0.362233,-0.069481,0.140623,0.084707,1.147011,89.925987,14.201948,-6.634095,90.610695,-5.577105
mV025,3,0.039496,0.177826,0.016085,0.053995,-0.136298,0.020607,-0.227453,-0.145153,0.502055,0.112268,-0.119186,0.343131,-0.048196,-0.113779,0.080375,-0.219287,0.150824,0.486792,0.117598,0.164021,0.353254,-0.064388,0.139332,0.085662,-2.083214,100.121239,11.520921,-5.713004,100.531342,-4.139066
mV025,4,0.075072,0.176038,0.016757,0.089075,-0.13307,0.020875,-0.194183,-0.156499,0.515717,0.1401,-0.122685,0.345872,-0.014249,-0.111654,0.07908,-0.190684,0.140149,0.502715,0.141481,0.164862,0.360047,-0.030325,0.139838,0.085282,-1.030351,96.814484,11.891043,-5.680839,97.452721,-6.273926
mV025,5,0.088887,0.177174,0.014529,0.094748,-0.137075,0.019461,-0.163559,-0.127346,0.508638,0.169853,-0.127581,0.336088,-0.005292,-0.115174,0.08298,-0.13897,0.168606,0.486267,0.191306,0.168776,0.338828,-0.012913,0.141959,0.088767,-2.939172,101.205055,13.739283,-5.84248,102.31736,-2.891171
mV025,6,0.09899,0.168988,0.016569,0.112815,-0.144903,0.021612,-0.176435,-0.157434,0.520864,0.158131,-0.134959,0.348653,0.009408,-0.121456,0.078879,-0.158334,0.138019,0.504337,0.1719,0.151175,0.356905,-0.00527,0.130449,0.085555,-0.635063,95.427116,12.507562,-6.048772,97.173584,-4.190316
mV025,7,0.119848,0.173482,0.013902,0.113469,-0.135136,0.018473,-0.130495,-0.132844,0.493321,0.205217,-0.128261,0.326542,0.01623,-0.107431,0.084042,-0.103405,0.164027,0.472907,0.230434,0.164964,0.334729,0.019777,0.137326,0.090014,-3.463244,104.766052,10.651015,-5.6762,105.138901,-2.646019
mV025,8,0.08529,0.163669,0.013777,0.100732,-0.14174,0.019064,-0.16098,-0.155553,0.483967,0.181622,-0.134516,0.33111,0.000905,-0.117627,0.082116,-0.141407,0.14202,0.464812,0.195589,0.152104,0.335284,-0.013928,0.124457,0.089491,-3.55953,105.104103,10.580253,-5.502065,106.507416,-2.821109
mV025,9,0.106924,0.160303,0.014386,0.120078,-0.139714,0.019527,-0.140425,-0.152915,0.50094,0.195186,-0.131434,0.334621,0.020441,-0.113362,0.08198,-0.125818,0.14498,0.482258,0.206762,0.158599,0.341775,0.006685,0.121469,0.088943,-2.406843,101.604141,10.699821,-5.589819,102.975479,-3.626635
mV025,10,0.111062,0.146957,0.01452,0.104357,-0.14801,0.018779,-0.144309,-0.154498,0.499841,0.190175,-0.141385,0.329724,0.006969,-0.117952,0.083079,-0.122039,0.142661,0.480055,0.211308,0.144615,0.341263,0.009989,0.11005,0.088928,-2.587374,102.716728,9.93363,-5.801983,103.077736,-2.803665
mV026,1,-0.041983,0.155551,0.022853,-0.036816,-0.126931,0.021299,-0.224893,-0.128795,0.680567,0.103935,-0.073065,0.36537,-0.130722,-0.093332,0.09227,-0.237904,0.127181,0.698632,0.099543,0.133504,0.374473,-0.135683,0.132096,0.089415,4.695339,81.980873,1.922315,-1.077258,79.792824,-9.352039
mV026,2,-0.061927,0.141319,0.023633,-0.058068,-0.122164,0.021841,-0.321409,-0.138134,0.600373,0.067503,-0.103603,0.37463,-0.152674,-0.084713,0.089895,-0.321623,0.125722,0.615507,0.07291,0.140581,0.37799,-0.155152,0.112802,0.088873,4.22752,92.457031,4.317106,2.327794,92.041336,-10.491965
mV026,3,-0.006862,0.214573,0.022941,-0.029767,-0.121187,0.020828,-0.277297,-0.090575,0.540177,0.126709,-0.083507,0.353247,-0.116171,-0.063863,0.085886,-0.28053,0.17245,0.55872,0.135437,0.206515,0.37225,-0.098791,0.181665,0.087951,3.688029,101.68013,3.481537,4.628514,100.138084,-9.096847
mV026,4,-0.022866,0.198989,0.021734,-0.024513,-0.142247,0.021349,-0.26878,-0.087026,0.575502,0.120358,-0.118205,0.366375,-0.10588,-0.079084,0.087485,-0.271726,0.173994,0.581987,0.126295,0.222792,0.367709,-0.11084,0.160895,0.089334,3.96094,96.075539,4.224389,3.369574,96.907143,-7.15591
mV026,5,-0.106019,0.188747,0.021284,-0.100055,-0.14291,0.020284,-0.318508,-0.11829,0.590089,0.060333,-0.09641,0.355753,-0.183485,-0.08507,0.088682,-0.332005,0.14249,0.607751,0.050958,0.199208,0.365055,-0.191262,0.147136,0.090295,4.414169,94.677429,0.181327,2.568902,93.759682,-7.138821
mV026,6,-0.003119,0.200905,0.023144,-0.009623,-0.147658,0.020331,-0.238999,-0.1122,0.618618,0.132632,-0.10946,0.368568,-0.096366,-0.094817,0.088652,-0.23973,0.147353,0.633012,0.137564,0.185055,0.375909,-0.093519,0.163833,0.088057,4.421581,89.980217,1.842282,1.349658,88.73159,-7.344354
mV026,7,0.002765,0.207492,0.022408,0.008575,-0.132544,0.020386,-0.211527,-0.125515,0.591197,0.167166,-0.106708,0.357208,-0.075506,-0.07676,0.089687,-0.222619,0.134471,0.605625,0.159744,0.199724,0.365835,-0.081734,0.160419,0.088774,4.302858,94.544113,1.488705,2.369451,93.371559,-5.871061
mV026,8,-0.039245,0.163361,0.02364,-0.044602,-0.170579,0.021268,-0.29819,-0.148441,0.587036,0.092739,-0.125376,0.367711,-0.132544,-0.113521,0.084473,-0.299036,0.112403,0.609055,0.095481,0.147924,0.377226,-0.130865,0.125802,0.086533,4.391529,93.341293,0.607452,2.185883,91.926918,-8.418221
mV026,9,0.052373,0.131421,0.022364,0.058221,-0.1717,0.020045,-0.176254,-0.158164,0.601179,0.204579,-0.148698,0.365905,-0.027547,-0.117916,0.088858,-0.173026,0.103851,0.616412,0.208533,0.133465,0.365296,-0.035926,0.09384,0.089826,4.358286,92.484596,1.478617,2.182611,92.272789,-6.819587
mV026,10,0.02096,0.108326,0.021186,0.009104,-0.168444,0.020288,-0.197796,-0.160632,0.596805,0.177852,-0.119529,0.34976,-0.075587,-0.115219,0.090848,-0.197356,0.102227,0.618229,0.184666,0.113849,0.360733,-0.066404,0.075058,0.092045,4.413106,94.901047,0.183304,2.468443,93.174965,-7.718674
mV028,1,-0.085765,0.209096,0.014262,-0.094357,-0.195638,0.019267,-0.33963,-0.092033,0.582194,0.013036,-0.201799,0.415704,-0.19981,-0.143551,0.102032,-0.325163,0.184935,0.550389,0.045386,0.215327,0.408842,-0.180456,0.18679,0.097427,2.307228,102.24015,9.590046,-4.246645,107.510696,-8.260652
mV028,2,0.039414,0.268589,0.012313,0.059996,-0.173591,0.017933,-0.180254,-0.048664,0.577745,0.172631,-0.159622,0.414239,-0.042334,-0.112166,0.098177,-0.166327,0.225437,0.538985,0.200826,0.25683,0.391424,-0.049561,0.234694,0.09784,2.79905,101.726685,7.911016,-4.811478,109.950958,-5.667374
mV028,3,0.008318,0.267077,0.012193,0.028848,-0.151692,0.015969,-0.219995,-0.057551,0.532696,0.156295,-0.129354,0.405608,-0.072268,-0.092429,0.099317,-0.227788,0.21708,0.500204,0.152713,0.273638,0.400349,-0.081296,0.230771,0.096047,2.588883,109.411674,5.376995,-3.695535,115.162621,-6.550852
mV028,4,0.033133,0.277992,0.011955,0.065309,-0.144411,0.014809,-0.17041,-0.06279,0.525996,0.205073,-0.141801,0.397626,-0.035705,-0.090799,0.102018,-0.162936,0.211474,0.483335,0.212849,0.276726,0.381667,-0.04917,0.237128,0.101043,1.334872,111.847023,7.606618,-4.080314,119.460991,-4.715663
mV028,5,0.022902,0.278902,0.012196,0.017148,-0.155924,0.014375,-0.220562,-0.079391,0.512295,0.152681,-0.182109,0.397908,-0.080893,-0.099308,0.103066,-0.200076,0.196951,0.470986,0.177095,0.277634,0.397364,-0.063212,0.238451,0.097802,0.816321,114.147209,7.886889,-2.737637,120.051651,-6.80594
mV028,6,0.012248,0.272689,0.013387,0.024593,-0.171616,0.017668,-0.253833,-0.085927,0.53784,0.124588,-0.169839,0.418492,-0.079923,-0.11292,0.097132,-0.238961,0.187092,0.493333,0.140318,0.256743,0.41193,-0.078042,0.231229,0.094066,2.74675,107.004562,5.687012,-3.867452,114.6922,-6.346298
mV028,7,-0.026888,0.263419,0.014385,-0.00422,-0.16508,0.021195,-0.32165,-0.079558,0.557759,0.05651,-0.164342,0.435589,-0.113305,-0.106414,0.094285,-0.302902,0.193332,0.515362,0.07818,0.245801,0.423833,-0.120418,0.223417,0.092053,3.252317,101.315987,6.208569,-4.765655,109.916443,-5.798492
mV028,8,0.019006,0.255218,0.015197,0.000816,-0.170196,0.01929,-0.290127,-0.071727,0.548062,0.082804,-0.174347,0.427122,-0.104096,-0.109037,0.096339,-0.266036,0.201379,0.508196,0.118653,0.241567,0.425238,-0.076637,0.218567,0.09194,2.836052,104.450989,6.364542,-4.869051,110.616379,-5.311649
mV028,9,0.021025,0.230819,0.012569,0.01555,-0.194305,0.015444,-0.224329,-0.103793,0.52108,0.145733,-0.213967,0.401707,-0.08316,-0.135343,0.101834,-0.200961,0.171381,0.477765,0.179141,0.231775,0.394848,-0.067032,0.196824,0.099001,1.266085,112.15995,7.646456,-3.246959,119.336601,-6.157397
mV028,10,0.00662,0.269958,0.013028,0.023399,-0.168094,0.016975,-0.213256,-0.076037,0.545064,0.153607,-0.170449,0.404102,-0.076843,-0.107572,0.100474,-0.202957,0.197454,0.500392,0.171479,0.258702,0.391509,-0.0799,0.229577,0.098257,2.574991,107.724564,5.939766,-4.529474,115.562569,-4.764816
mV029,1,0.019577,0.215941,0.024949,-0.007646,-0.207538,0.019928,-0.191503,-0.124259,0.580436,0.102954,-0.149055,0.343374,-0.112399,-0.157882,0.103323,-0.198343,0.14497,0.587713,0.109427,0.169267,0.355011,-0.092895,0.194251,0.094439,12.787763,88.207138,-3.684165,-11.71783,88.04425,-4.129506
mV029,2,0.066023,0.217171,0.024703,0.060257,-0.227257,0.021478,-0.140024,-0.121948,0.603814,0.149551,-0.147922,0.354692,-0.047449,-0.176676,0.100439,-0.141085,0.144599,0.615789,0.152462,0.168803,0.357307,-0.045412,0.187812,0.093036,12.043016,82.286751,-5.52732,-11.431255,82.699005,-1.97681
mV029,3,0.150124,0.210397,0.025222,0.139774,-0.232748,0.020885,-0.057042,-0.141014,0.596909,0.234828,-0.166666,0.353947,0.03389,-0.18098,0.101522,-0.067833,0.125826,0.606975,0.232281,0.163786,0.362094,0.039263,0.176996,0.092626,12.15671,83.82,-6.726747,-11.397426,83.619728,-1.456745
mV029,4,0.178027,0.187779,0.025897,0.180007,-0.271112,0.021784,-0.029241,-0.178975,0.5887,0.266272,-0.200532,0.358592,0.072004,-0.221429,0.100908,-0.05317,0.089463,0.597702,0.25151,0.140239,0.367116,0.066377,0.155524,0.092552,12.276185,84.364555,-6.042968,-11.640162,84.601158,-3.362318
mV029,5,0.250392,0.17177,0.026648,0.222734,-0.291671,0.021848,0.015737,-0.170333,0.586896,0.309859,-0.218967,0.360223,0.117066,-0.237625,0.101265,0.006152,0.098973,0.591607,0.317722,0.133048,0.370432,0.137744,0.139678,0.091683,12.308784,84.473663,-5.728288,-11.570976,85.240913,-2.573061
mV029,6,0.215701,0.154445,0.025825,0.179195,-0.284829,0.021518,-0.031852,-0.167961,0.582675,0.265082,-0.22543,0.362105,0.074593,-0.229035,0.101137,-0.030648,0.102229,0.585914,0.284205,0.120982,0.367012,0.101092,0.133419,0.091943,12.421064,85.347054,-5.769423,-11.765194,86.962685,-4.817352
mV029,7,0.252497,0.165801,0.025617,0.221412,-0.29359,0.022186,0.006343,-0.171403,0.573494,0.310224,-0.22278,0.360294,0.117477,-0.23476,0.100482,0.004313,0.098008,0.573426,0.324536,0.125217,0.364876,0.138757,0.140441,0.091716,12.58323,86.690506,-6.642169,-11.733457,89.072754,-4.569323
mV029,8,0.299664,0.173399,0.025938,0.267812,-0.29614,0.02108,0.080354,-0.183053,0.565348,0.381142,-0.234955,0.352147,0.168869,-0.23985,0.107308,0.068706,0.087148,0.569702,0.38822,0.133664,0.365214,0.190355,0.145683,0.098274,13.132862,90.87648,-5.395657,-11.714222,91.805267,-5.260195
mV029,9,0.308687,0.157598,0.024295,0.270957,-0.303572,0.020532,0.070487,-0.185672,0.539644,0.38009,-0.254214,0.349205,0.172381,-0.240465,0.102349,0.066433,0.085416,0.540665,0.397617,0.125505,0.356671,0.197467,0.130515,0.093906,13.42802,94.237984,-4.146491,-11.560081,96.215614,-6.47743
mV029,10,0.314408,0.157165,0.023938,0.280772,-0.302475,0.021191,0.085538,-0.189302,0.557387,0.38737,-0.257583,0.352895,0.182018,-0.240698,0.103804,0.085457,0.081763,0.558208,0.408081,0.119523,0.359017,0.205572,0.1303,0.097301,13.067375,91.49292,-2.995255,-11.698421,94.016876,-5.047982
mV030,1,-0.000474,0.206431,0.024005,-0.00889,-0.206702,0.026846,-0.291519,-0.146693,0.614607,0.064411,-0.163373,0.398896,-0.118527,-0.1738,0.087514,-0.297684,0.073144,0.611675,0.061877,0.174031,0.421453,-0.100735,0.184433,0.091289,6.311908,86.005806,-1.318154,-3.467945,84.631111,-6.650958
mV030,2,-0.041832,0.212671,0.021652,-0.075538,-0.230098,0.023558,-0.255636,-0.153761,0.700067,0.037274,-0.160454,0.382988,-0.171816,-0.170149,0.086169,-0.262909,0.06405,0.707623,0.045297,0.156947,0.416998,-0.133922,0.173219,0.092547,2.821437,73.081268,-10.701225,-2.352823,71.368973,0.511958
mV030,3,-0.033383,0.233497,0.024358,-0.07161,-0.241886,0.027526,-0.311594,-0.135648,0.65056,0.018552,-0.158815,0.39467,-0.170862,-0.181662,0.085017,-0.31382,0.08131,0.65811,0.025435,0.17216,0.424632,-0.129621,0.193041,0.088893,4.110254,79.003654,-11.090626,-2.329384,76.034813,1.506658
mV030,4,-0.036845,0.226427,0.022437,-0.064673,-0.235728,0.025388,-0.264132,-0.144067,0.660429,0.048527,-0.160238,0.382309,-0.162767,-0.17891,0.0881,-0.277262,0.07314,0.667435,0.043456,0.183448,0.417685,-0.12991,0.185078,0.090937,4.2571,79.253395,-10.600008,-2.909548,76.350784,-1.043342
mV030,5,-0.017592,0.248497,0.02174,-0.0232,-0.231328,0.026211,-0.234278,-0.125496,0.665546,0.080816,-0.151408,0.387288,-0.12158,-0.172215,0.086296,-0.23696,0.090891,0.66312,0.086952,0.176584,0.405656,-0.108034,0.204741,0.092231,3.995433,77.658127,-10.141271,-2.104904,78.343292,3.51197
mV030,6,-0.01676,0.259251,0.021886,-0.042103,-0.212272,0.026116,-0.265231,-0.104687,0.643317,0.063768,-0.154345,0.389827,-0.135975,-0.146699,0.086709,-0.252637,0.111151,0.635267,0.087081,0.20239,0.408774,-0.107514,0.2197,0.094431,5.045081,81.443771,-8.457078,-2.888189,83.381859,0.522321
mV030,7,-0.030994,0.27256,0.023701,-0.054026,-0.232245,0.027016,-0.284128,-0.125417,0.646208,0.043777,-0.155761,0.390726,-0.152753,-0.172019,0.085404,-0.28293,0.091949,0.653866,0.046726,0.199187,0.414893,-0.12797,0.23925,0.09115,4.627162,80.053764,-9.445168,-3.239821,77.239983,-2.596231
mV030,8,-0.100485,0.259402,0.02193,-0.105255,-0.259233,0.025842,-0.328378,-0.144704,0.627254,0.005599,-0.165238,0.379785,-0.205014,-0.202973,0.086391,-0.338233,0.071565,0.633365,-0.002232,0.183144,0.406565,-0.192287,0.215545,0.090577,5.376039,84.050537,-10.022556,-2.745213,81.585968,0.986271
mV030,9,-0.100962,0.252194,0.022398,-0.113222,-0.242837,0.02628,-0.333525,-0.142683,0.651752,-0.010436,-0.164035,0.386973,-0.212959,-0.185914,0.086243,-0.339851,0.074281,0.655737,-0.01234,0.178505,0.411926,-0.193764,0.209053,0.090146,4.591449,79.810783,-9.367124,-2.613835,77.593521,0.558065
